Fatura no;Fatura Ýçeriði
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662460409 (ÞUBAT 2024)(GSM:13% SA:3% SI:81% TN:1% TO:1% )
YC42024022904122;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (MART 2024)
YC42024022904122;HER YÖNE 1000 DAKÝKA - 74.9 TL/AY-2662465108 (ÞUBAT 2024)(GSM:7% SA:6% SI:74% TN:8% TO:1% DO:5% )
BTE2024000000638;LENOVO E14 G4 Ý7-1255U 16GB 512GB W11PRO
BTE2024000000657;SISTEM DESTEK HIZMET BEDELI
BTE2024000000664;SISTEM DESTEK HIZMET BEDELI
ANE2024000000734;FASTER 4GB METAL USB FLASH BELLEK / 23693
ANE2024000000734;507A / 1.5MT HDMI KABLO / 8600
ANE2024000000734;POWERMASTER RJ45 CAT6 8P/8C SOKET MAVÝ / 22702
Raart17;ÝLAN, REKLAM VE TANITIM
BTM2024000000507;"MNT 23.8"" VÝEWSONÝC VA2406-H-2 4MS FULL HD MONÝTÖR"
Raart18;ÝLAN, REKLAM VE TANITIM
EFC2024000031978;YENÝ .TR ALAN ADI KAYDI ÖN SÝPARÝÞ (BEKSAN.TR)
EFC2024000031979;YENÝ .TR ALAN ADI KAYDI ÖN SÝPARÝÞ (BEKKÝLER.TR)
EFC2024000031979;YENÝ .COM.TR ALAN ADI KAYDI (BEKKÝLER.COM.TR)
EFC2024000031979;YENÝ .TR ALAN ADI KAYDI ÖN SÝPARÝÞ (BEKKÝLER.TR)
EFC2024000031979;YENÝ .COM.TR ALAN ADI KAYDI (BEKKÝLER.COM.TR)
BNF2024000000287;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000302;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2024000000594;GUV CAM 2MP HIKVISION DS-2CD1023G0-IUF 2.8 MM IP BULLET KAMERA
BTM2024000000594;BUAT QIHAN Q-BT52 KARE BAÐLANTI KUTUSU IP66
BTM2024000000594;DIGITUS CAT6 AWG 23/1-COLOR PURPLE-SIMPLEX-DK-1613-VH-5-CAT
BTM2024000000594;SPÝRAL BORU
BTM2024000000594;HÝZMET BEDELÝ ( 1 GÜN )
BTM2024000000594;ÇANTA CLASSONE BND200 EKO SERÝSÝ 15.6-SÝYAH
BTE2024000001004;"LENOVO V15 G3 Ý7-1255U 16GB 512GB SSD 15,6"" FHD WÝNDOWS 11 PRO"
BNF2024000000398;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000382;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000362371;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000362371;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000362371;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000362371;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000362371;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000362371;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024001881044;DSL(ÝNTERNET)
C012024000383464;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (21/24)
C012024000582742;TELEFON
A162024001541326;DSL(ÝNTERNET)
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662461426 (MART 2024)
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460518 (MART 2024)(GSM:24% SA:4% SI:48% TN:8% DO:16% )
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (MART 2024)
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462752 (MART 2024)(GSM:36% SA:7% SI:39% TN:2% DO:16% )
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465108 (MART 2024)(GSM:16% SA:17% SI:47% TN:6% DO:14% )
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662463513 (MART 2024)(GSM:26% SA:12% SI:38% TN:6% DO:18% )
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462755 (MART 2024)
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462751 (MART 2024)(GSM:40% SA:11% SI:30% TN:7% DO:12% )
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460409 (MART 2024)(GSM:19% SA:9% SI:42% TN:16% DO:14% )
YD62024033100533;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (NÝSAN 2024)
YD62024033100533;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462750 (MART 2024)(GSM:23% SA:5% SI:52% TN:7% DO:13% )
BTE2024000001068;SISTEM DESTEK HIZMET BEDELI
EFC2024000039655;YENÝ .COM.TR ALAN ADI KAYDI (BEKKÝGROUP.COM.TR)
EFC2024000039655;YENÝ .TR ALAN ADI KAYDI ÖN SÝPARÝÞ (BEKKÝGROUP.TR)
Raart18;ÝLAN, REKLAM VE TANITIM
ANE2024000001050;POWERMASTER RJ11-RJ45 SOKET SIKMA PENSESÝ 
AAA2024000000138;FUSÝNG UNIT(230V) (ÝNEO226)  
01S2024000384936;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000384936;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000384936;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000384936;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000384936;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000384936;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000384936;SANAL VERÝ MERKEZÝ (%20 KDV )
AAA2024000000150;CANON 057H MUADÝL TONER  
SNL2024000000844;"LENOVO V15 G3 INTEL CORE I7 1255U 16GB 512GB SSD WÝNDOWS 11 PRO 15.6"" FHD TAÞINABÝLÝR BÝLGÝSAYAR"
BNF2024000000447;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000462;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000554;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000603979;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000603979;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000603979;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000603979;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000603979;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000603979;SANAL VERÝ MERKEZÝ (%20 KDV )
ANE2024000001271;NEXT YE-KANKY HD UYDU ALICISI
BNF2024000000538;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000576985;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000576985;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000576985;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000576985;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000576985;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000576985;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000576985;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024002089357;DSL(ÝNTERNET)
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462755 (NÝSAN 2024)
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460409 (NÝSAN 2024)(GSM:32% SI:40% DO:28% )
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462752 (NÝSAN 2024)(GSM:20% SA:12% SI:27% TN:17% DO:25% )
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (NÝSAN 2024)
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465108 (NÝSAN 2024)(GSM:27% SA:4% SI:41% TN:9% DO:19% )
YE52024043000461;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (MAYIS 2024)
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662463513 (NÝSAN 2024)(GSM:12% SA:4% SI:63% TN:5% DO:15% )
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462751 (NÝSAN 2024)(GSM:25% SA:21% SI:31% TN:3% DO:19% )
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460518 (NÝSAN 2024)(GSM:28% SA:3% SI:41% TN:6% DO:23% )
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662461426 (NÝSAN 2024)
YE52024043000461;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462750 (NÝSAN 2024)(GSM:17% SA:27% SI:27% TN:16% DO:14% )
C012024000582742;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (22/24)
C012024000778590;TELEFON
BTE2024000001341;SISTEM DESTEK HIZMET BEDELI
BTE2024000001348;SISTEM DESTEK HIZMET BEDELI
2002024000090560;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI
AAA2024000000172;DEVELOP TN118 TONER
AAA2024000000172;CANON 057H MUADÝL TONER
AAA2024000000172;8750 EPSON 8750 LX300 ORJÝNAL ÞERÝT ÝKÝLÝ PAKET
AAA2024000000172;HP 85A TONER DOLUMU
AAA2024000000172;HP 85ADRUM
Raart19;ÝLAN, REKLAM VE TANITIM
AAA2024000000175;CANON 057H MUADÝL TONER   
AAA2024000000175;HP CE285A MUADÝL TONER 1600 SAYFA    
AAA2024000000194;PANTUM PA210 TONER DOLUMU(1600SYF)  
BTE2024000001500;POWER BI PRO
A162024002036055;DSL(ÝNTERNET)
BNF2024000000594;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000609;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000695;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000726;PROJE VE DANIÞMANLIK HÝZMETÝ
01S2024000630077;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000630077;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000630077;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000630077;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000630077;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000630077;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024003087467;DSL(ÝNTERNET)
C012024000778590;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (23/24)
C012024000973110;TELEFON
BNF2024000000679;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000620457;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000620457;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000620457;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000620457;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000620457;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000620457;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000620457;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024003048837;DSL(ÝNTERNET)
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662463513 (MAYIS 2024)(GSM:23% SA:13% SI:30% TN:15% DO:19% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460409 (MAYIS 2024)(GSM:19% SA:7% SI:45% TN:7% DO:21% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662461426 (MAYIS 2024)
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462755 (MAYIS 2024)
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465108 (MAYIS 2024)(GSM:26% SA:17% SI:35% TN:7% DO:15% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460518 (MAYIS 2024)(GSM:26% SA:18% SI:28% TN:18% DO:11% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462751 (MAYIS 2024)(GSM:27% SA:8% SI:35% TN:11% DO:19% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462750 (MAYIS 2024)(GSM:27% SA:15% SI:38% TN:8% DO:13% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462752 (MAYIS 2024)(GSM:31% SA:8% SI:31% TN:6% DO:24% )
YF62024053100331;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (MAYIS 2024)
YF62024053100331;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (HAZÝRAN 2024)
BTE2024000001689;SISTEM DESTEK HIZMET BEDELI
BTE2024000001696;SISTEM DESTEK HIZMET BEDELI
Raart20;ÝLAN, REKLAM VE TANITIM
BNF2024000000744;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000000759;PROJE VE DANIÞMANLIK HÝZMETÝ
AAA2024000000260;CANON 057H MUADÝL TONER    
AAA2024000000260;HP CE285A MUADÝL TONER 1600 SAYFA
AAA2024000000260;HP CE505X MUADÝL TONER 6400 SAYFA  
BNF2024000000870;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000854;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024000862947;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000862947;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000862947;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000862947;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000862947;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000862947;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2024000916670;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000916670;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000916670;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000916670;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000916670;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024000916670;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000916670;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024003643592;DSL(ÝNTERNET)
C012024000973110;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (24/24)
C012024001166541;TELEFON
A162024003701668;DSL(ÝNTERNET)
AAA2024000000265;A0XXPP6H01 TRANSFER ROLLER ASSY
AAA2024000000265;142 MIN014Ý MINOLTA DI-152/183 AA DRUM CLEANÝNG BLADE DI-250/350/2510/BÝZHUB164/184  
AAA2024000000265;132 MIN014 MINOLTA DÝ152 OPC DRUM DÝ1611/2011/BÝZHUB163/164/184/210/215/235  
AAA2024000000265;COLLER  
BTE2024000001984;SISTEM DESTEK HIZMET BEDELI
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462751 (HAZÝRAN 2024)(GSM:33% SA:6% SI:39% TN:2% TO:2% DO:18% )
ANE2024000001888;NEXT YE-2232 ASKI APARATI
ANE2024000001888;VONTECH PROJEKSÝYON ASKI APARATI / PR-03
ANE2024000001888;FULLY HDMI KABLO 20MT 4K / 507-S
AAA2024000000275;PICOP ROLLER    
AAA2024000000275;S.PAD1610 SAMSUNG 1610,4521 SEPARATÝON PAD    
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462750 (HAZÝRAN 2024)(GSM:49% SA:10% SI:20% TN:5% DO:16% )
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462755 (HAZÝRAN 2024)
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662463513 (HAZÝRAN 2024)(GSM:44% SA:8% SI:29% TN:10% DO:9% )
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662461426 (HAZÝRAN 2024)
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (HAZÝRAN 2024)
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460518 (HAZÝRAN 2024)(GSM:26% SA:13% SI:45% TN:8% DO:9% )
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462752 (HAZÝRAN 2024)(GSM:29% SA:6% SI:35% TN:12% DO:19% )
YG52024063002499;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (TEMMUZ 2024)
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465108 (HAZÝRAN 2024)(GSM:45% SA:5% SI:43% TN:4% DO:3% )
YG52024063002499;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460409 (HAZÝRAN 2024)(GSM:25% SA:9% SI:49% TN:6% DO:10% )
BTE2024000001991;SISTEM DESTEK HIZMET BEDELI
Raart20;ÝLAN, REKLAM VE TANITIM
ANE2024000002094;NEXTSTAR YE-4270 SABÝT ASKI APARATI
ANE2024000002094;POE SPLITTER 12V AKTÝF ÇEVÝRÝCÝ / NV-114
AAA2024000000292;DEVELOP TN118 TONER
AAA2024000000292;SAMSUNG ML 1610 MUADÝL TONER 
AAA2024000000285;CANON 057H MUADÝL TONER   
ANE2024000002104;OUTDOOR BOX+TABAN KAMERA KUTUSU BÜYÜK
ANE2024000002104;POE SPLITTER 12V AKTÝF ÇEVÝRÝCÝ
BNF2024000001009;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000918;PROJE VE DANIÞMANLIK HÝZMETÝ
01S2024000993651;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024000993651;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024000993651;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024000993651;UZAKTAN YEDEKLEME (%20 KDV )
01S2024000993651;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024000993651;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024004513483;DSL(ÝNTERNET)
C012024001359153;TELEFON
BNF2024000000993;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000000928;PROJE VE DANIÞMANLIK HÝZMETÝ
01S2024001065420;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001065420;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001065420;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001065420;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001065420;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024001065420;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001065420;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024004178662;DSL(ÝNTERNET)
BTE2024000002298;SISTEM DESTEK HIZMET BEDELI
AAA2024000000312;CANON 057H MUADÝL TONER 
AAA2024000000312;HP CE285A MUADÝL TONER 1600 SAYFA 
YH62024073103584;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (AÐUSTOS 2024)
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662463513 (TEMMUZ 2024)(GSM:39% SA:20% SI:19% TN:7% DO:14% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462752 (TEMMUZ 2024)(GSM:29% SA:10% SI:36% TN:15% DO:10% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462755 (TEMMUZ 2024)
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465108 (TEMMUZ 2024)(GSM:25% SA:23% SI:32% TN:10% DO:9% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460409 (TEMMUZ 2024)(GSM:26% SA:8% SI:41% TN:15% DO:10% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662460518 (TEMMUZ 2024)(GSM:33% SA:15% SI:27% TN:13% DO:12% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662461426 (TEMMUZ 2024)
YH62024073103584;TELEFON KULLANIM ÜCRETÝ(2662462752)(TEMMUZ 2024)(GSM:7% SA:13% UA:4% SI:45% TN:19% DO:12% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462751 (TEMMUZ 2024)(GSM:24% SA:17% SI:27% TN:13% TO:5% DO:13% )
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662465109 (TEMMUZ 2024)
YH62024073103584;HER YÖNE 1000 DAKÝKA - 34.9 TL/AY-2662462750 (TEMMUZ 2024)(GSM:29% SA:21% SI:31% TN:9% DO:10% )
BTE2024000002291;SISTEM DESTEK HIZMET BEDELI
ANE2024000002295;WELLPOWER 15V 1A ADAPTÖR
ANE2024000002284;3A TTEC BAKIMSIZ KURU TIP AKU
Raart21;ÝLAN, REKLAM VE TANITIM
ANE2024000002337;POLOTECH 20CM HDMI L KABLO
ANE2024000002337;RJ45 CAT6 ÞASE 180DERECE KEYSTONE JAK 
BNF2024000001054;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2024000001228;RAM PC 8GB DDR3 1600MHZ TWINMOS
BTM2024000001228;PIR HAREKET DEDEKTÖRÜ OPAX 
BTM2024000001228;MANYETÝK KONTAK OPAX RD-2005 KABLOSUZ/ KAPI PENCERE SENSÖRÜ
AAA2024000000322;ROLLER ASSY ÝNE0 306  
AAA2024000000322;ROLLER ÝNEO306 
BNF2024000001064;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2024000001229;SWITCH TP-LINK TL-SF1005D 5 PORT 10/100 
BNF2024000001149;AYLIK TELEFON DESTEK HÝZMETÝ
BTE2024000002629;SISTEM DESTEK HIZMET BEDELI
01S2024001191744;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001191744;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001191744;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001191744;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001191744;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001191744;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024005276778;DSL(ÝNTERNET)
C012024001550084;TELEFON
BNF2024000001133;AYLIK TELEFON DESTEK HÝZMETÝ
BTE2024000002636;SISTEM DESTEK HIZMET BEDELI
BTE2024000002700;KUR FARKI (BARKOD YAZICI)
01S2024001252410;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001252410;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001252410;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001252410;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001252410;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024001252410;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001252410;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024005231579;DSL(ÝNTERNET)
YI62024083103478;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (EYLÜL 2024)
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662460518 (AÐUSTOS 2024)(GSM:29% SA:12% SI:33% TN:5% DO:21% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662465108 (AÐUSTOS 2024)(GSM:29% SA:16% SI:30% DO:24% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662461426 (AÐUSTOS 2024)
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662462752 (AÐUSTOS 2024)(GSM:17% SA:7% SI:43% TN:8% TO:4% DO:21% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662462750 (AÐUSTOS 2024)(GSM:13% SA:16% SI:54% DO:17% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662460409 (AÐUSTOS 2024)(GSM:29% SA:15% SI:35% TN:3% TO:3% DO:15% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662465109 (AÐUSTOS 2024)
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662462755 (AÐUSTOS 2024)
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662463513 (AÐUSTOS 2024)(GSM:36% SA:6% SI:28% TN:15% DO:15% )
YI62024083103478;HER YÖNE 1000 DAKÝKA - 2662462751 (AÐUSTOS 2024)(GSM:22% SA:4% SI:57% TN:1% DO:15% )
Raart22;ÝLAN, REKLAM VE TANITIM
BTE2024000002791;ESET PROTECT ENTRY ON-PREM 35 KULLANICI -3 YIL
ANE2024000002748;WÝNKEL HDMI EXTENDER 30MT 
BNF2024000001198;NETSÝS 3 ENTERPÝSE LEM PAKETÝ (STANDART)
BNF2024000001208;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000001217;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000001295;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000001279;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024001379186;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001379186;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001379186;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001379186;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001379186;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001379186;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024005839522;DSL(ÝNTERNET)
C012024001739014;TELEFON
01S2024001460368;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001460368;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001460368;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001460368;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001460368;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024001460368;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001460368;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024005701319;DSL(ÝNTERNET)
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662462750 (EYLÜL 2024)(GSM:50% SA:32% SI:13% DO:5% )
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662462755 (EYLÜL 2024)
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662460518 (EYLÜL 2024)(GSM:16% SA:36% SI:45% DO:4% )
YJ52024093000757; HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662463513 (EYLÜL 2024)(GSM:19% SA:11% SI:70% )
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662462752 (EYLÜL 2024)(GSM:38% SA:8% SI:44% DO:10% )
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662460409 (EYLÜL 2024)(GSM:31% SA:19% SI:41% DO:9% )
YJ52024093000757;ÝÞ MAX 35 - TAAHHÜTSÜZ - 2662465109 (EKÝM 2024)
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662465109 (EYLÜL 2024)
