Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Brim Fiyat;KDV Tutarı;OIV Tutarı;Ödenecek Tutar;Kur;Birim Fiyat Dolar;KDV Dolar
Bekkiler;31.10.2023;01S2023001269785;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.11.2023;01S2023001313674;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.12.2023;01S2023001518982;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.01.2024;01S2024000008831;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;29.02.2024;01S2024000272262;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.03.2024;01S2024000384936;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.04.2024;01S2024000576985;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.05.2022;A162022001672821;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;144,73;26,05;14,47;185,25;0,00;0,00;0,00
Bekkiler;31.05.2022;A162022001951149;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;149,02;26,82;14,90;190,75;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (HAZİRAN 2022);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (MAYIS 2022)(GSM:26% SA:17% SI:41% TN:2% DO:14% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (MAYIS 2022)(GSM:32% SA:13% SI:43% TN:3% DO:9% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (MAYIS 2022)(GSM:19% SA:22% SI:49% TN:5% DO:5% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (MAYIS 2022)(GSM:19% SA:26% SI:42% TN:2% DO:11% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (MAYIS 2022)(GSM:13% SA:11% SI:66% TN:3% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (MAYIS 2022)(GSM:21% SA:10% SI:60% TN:4% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (MAYIS 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (MAYIS 2022)(GSM:35% SA:22% SI:32% TN:3% DO:8% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (MAYIS 2022)(GSM:13% SA:13% SI:56% TN:4% DO:14% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.05.2022;WF62022053101587;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (MAYIS 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;31.05.2022;C012022000967987;TELEFON;SABIT HAT;TURKTELEKOM;1,00;595,35;107,16;59,54;762,05;0,00;0,00;0,00
Beksan;01.06.2022;BTE2022000002034;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.06.2022;BTE2022000002042;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;02.06.2022;AAA2022000000021;HP FUSER ASSEMBLY 220V LASERJET P2035/P2055(FIRIN ÜNİTESİ)    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;2117,60;381,17;0,00;2498,77;0,00;0,00;0,00
Beksan;02.06.2022;AAA2022000000021;PANTUM2500W YAZICI   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;1186,44;213,56;0,00;1400,00;0,00;0,00;0,00
Bekkiler;07.06.2022;AAA2022000000026;CANON FUSER FİLİM;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;550,85;99,15;0,00;650,00;0,00;0,00;0,00
Bekkiler;07.06.2022;AAA2022000000026;CANON MF 231 PRESS ROLLER   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;381,36;68,64;0,00;450,00;0,00;0,00;0,00
Bekkiler;08.06.2022;VTN2022000207317;LOGITECH M185 MOUSE RED;DONANIM G.;VATAN BİLGİSAYAR;1,00;111,23;20,02;0,00;131,25;0,00;0,00;0,00
Bekkiler;08.06.2022;VTN2022000207317;LOGITECH M185 MOUSE RED;DONANIM G.;VATAN BİLGİSAYAR;1,00;111,23;20,02;0,00;131,25;0,00;0,00;0,00
Bekkiler;14.06.2022;VTN2022000214432;LOGITECH M100 KABLOLU MOUSE BLACK;DONANIM G.;VATAN BİLGİSAYAR;1,00;114,41;20,59;0,00;135,00;0,00;0,00;0,00
Beksan;20.06.2022;YFR2022000000849;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;7,40;2000,00;2664,00;0,00;17464,00;0,00;0,00;0,00
Bekkiler;20.06.2022;YFR2022000000858;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,81;1750,00;570,15;0,00;3737,65;0,00;0,00;0,00
Beksan;21.06.2022;YFR2022000000962;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;21.06.2022;YFR2022000000958;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Beksan;22.06.2022;AAA2022000000041;CANON MF445 DW LAZER YAZICI;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;7033,90;1266,10;0,00;8300,00;0,00;0,00;0,00
Beksan;22.06.2022;AAA2022000000041;CANON 057H MUADİL TONER;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;329,61;59,33;0,00;388,94;0,00;0,00;0,00
Bekkiler;22.06.2022;AAA2022000000044;HP 505X MUADİL TONER;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;225,52;121,78;0,00;798,35;0,00;0,00;0,00
Beksan;27.06.2022;BTM2022000000812;AP ZYXEL NWA55AXE-EU0102F;EFLOW DONANIM G.;BTM TEKNOLOJİ ;3,00;2711,86;1464,41;0,00;9600,00;0,00;0,00;0,00
Bekkiler;31.05.2024;01S2024000620457;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.06.2024;01S2024000916670;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.07.2024;01S2024001065420;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;31.08.2024;01S2024001252410;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.09.2024;01S2024001460368;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Beksan;30.06.2022;A162022002191729;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;240,63;43,31;24,06;308,00;0,00;0,00;0,00
Beksan;30.06.2022;A162022002162018;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;108,59;19,55;10,86;139,00;0,00;0,00;0,00
Bekkiler;31.10.2024;01S2024001561522;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.11.2024;01S2024001811239;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;28.02.2022;01S2022000087656;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;31.03.2022;01S2022000190054;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;30.04.2022;01S2022000316964;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;31.05.2022;01S2022000361225;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;30.06.2022;01S2022000515384;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;30.06.2022;A162022002339130;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;149,02;26,82;14,90;190,75;0,00;0,00;0,00
Bekkiler;30.06.2022;A162022002355889;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;142,77;25,70;14,28;182,75;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (HAZİRAN 2022)(GSM:17% SA:18% SI:49% TN:2% DO:14% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (HAZİRAN 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (HAZİRAN 2022)(GSM:22% SA:20% SI:43% DO:15% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (HAZİRAN 2022)(GSM:8% SA:16% SI:66% TN:2% TO:1% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (HAZİRAN 2022)(GSM:16% SA:22% SI:37% TO:9% DO:16% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (TEMMUZ 2022);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (HAZİRAN 2022)(GSM:17% SA:34% SI:32% DO:17% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (HAZİRAN 2022)(GSM:12% SA:19% SI:63% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (HAZİRAN 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (HAZİRAN 2022)(GSM:25% SA:14% SI:50% TN:1% TO:3% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.06.2022;WG52022063001134;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (HAZİRAN 2022)(GSM:30% SA:16% SI:41% TN:3% TO:3% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;30.06.2022;C012022001184633;TELEFON;SABIT HAT;TURKTELEKOM;1,00;396,09;71,30;39,61;507,00;0,00;0,00;0,00
Beksan;30.06.2022;C012022001184633;DAMGA VERGİSİ;SABIT HAT;TURKTELEKOM;1,00;50,02;0,00;0,00;50,02;0,00;0,00;0,00
Beksan;01.07.2022;BTE2022000002426;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.07.2022;BTE2022000002434;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;700,00;126,00;0,00;826,00;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;HP 85A TONER DOLUMU   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;50,00;9,00;0,00;59,00;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;HP 85ADRUM ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;50,00;9,00;0,00;59,00;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;HP 1102 PATEN;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;57,03;10,27;0,00;67,30;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;SAMSUNG 1610 PATEN ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;84,12;15,14;0,00;99,26;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;SAMSUNG ML 1610 FRINŞIN PED    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;100,94;18,17;0,00;119,11;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;SAMSUNG ML 1610 TONERDOLUMU    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;60,00;10,80;0,00;70,80;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;DV116 STARTER ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;719,94;129,59;0,00;849,53;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;SAMSUNG ML1610 MUADİL TONER 3000 SAYFA   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;210,30;37,85;0,00;248,15;0,00;0,00;0,00
Beksan;06.07.2022;AAA2022000000065;DEVELOP İNEO225İ SERVİS ÜCRETİ    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;150,00;27,00;0,00;177,00;0,00;0,00;0,00
Bekkiler;06.07.2022;YFR2022000001010;NETOLOJİ BPM ENTERPRİSE VERSİYON YAZİLİMİ;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;13875,00;2497,50;0,00;16372,50;0,00;0,00;0,00
Beksan;13.07.2022;VTN2022000254585;CRUCİAL 8GB DDR4 3200MHZ CL22 NOTEBOOK RAM;DONANIM G.;VATAN BİLGİSAYAR;1,00;542,37;97,63;0,00;640,00;0,00;0,00;0,00
Beksan;13.07.2022;VTN2022000254585;ISKONTO;DONANIM G.;VATAN BİLGİSAYAR;1,00;-474,41;-85,39;0,00;-559,80;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;SWITCH RUIJIE REYEE RG-ES226GC-P 24 PORT;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;5,00;4800,00;4320,00;0,00;28320,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;HIKVISION DS-7632NI-K2/UHK 32 KANAL NVR;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;3,00;3700,00;1998,00;0,00;13098,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;HDD GUV 6TB SEAGATE;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;6,00;2400,00;2592,00;0,00;16992,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;GUV CAM HIKVISION DS-2CD1023G0E-IF 2MP 2.8MM IR BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;51,00;630,00;5783,00;0,00;37913,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;GUV CAM HIKVISION DS-2CD1023G0-IF 2MP 4MM 30MT IR IP BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;44,00;630,00;4989,60;0,00;32709,60;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;PATCH PANEL 24 PORT POWEMASTER UTP CAT6;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;6,00;710,00;766,80;0,00;5026,80;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;4U KABİN;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;KABLO DIGITUS PATCH YELLOW-CU-0.50MT ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;94,00;15,00;253,80;0,00;1663,80;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;KABİN AGER MONTAJLI OUTDOOR CIDARLI DUVAR TIPI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;3,00;3500,00;1890,00;0,00;12390,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;FAN MODULU TERMOSTATLI/FILTRELI 2 LI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;3,00;500,00;270,00;0,00;1770,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;SWITCH 16 PORT RUIJIE REYEE RG-ES218GC-P GIGABIT +2XGB SFP UPLINK;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;3800,00;684,00;0,00;4484,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;FİBER KABLO;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;660,00;10,00;1188,00;0,00;7788,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;FİBER SONLANDIRMA VE EKİPMANLARI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;2330,00;419,40;0,00;2749,40;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;MODÜL FİBEREND 1GB/S 20KM 1310NM;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;12,00;600,00;1296,00;0,00;8496,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;ELEKTRİK MALZEMESİ (MONTAJ ÜRÜNLERİ);GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;3600,00;648,00;0,00;4248,00;0,00;0,00;0,00
Beksan;15.07.2022;BTM2022000000872;KABLO DIGITUS 500 METRE DK-1614-VH-5-CAT6U-UTP KABLO 250 MHZ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;7,00;3750,00;4725,00;0,00;30975,00;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;SWITCH RUIJIE REYEE RG-ES226GC-P 24 PORT GIGABIT+2XGB SFP;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;4800,00;864,00;0,00;5664,00;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;HIKVISION DS-7632NI-K2/UHK 32 KANAL NVR;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;3702,88;666,52;0,00;4369,40;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;HDD GUV 6TB SEAGATE SKYHAWK 256MB 7/24 SV35;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;2400,00;864,00;0,00;5664,00;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;GUV CAM HIKVISION DS-2CD1023G0E-IF 2MP 2.8MM IR BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;16,00;630,00;1814,40;0,00;11894,40;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;KABLO DIGITUS PATCH YELLOW-CU-0.50MT 26/7-DK-1617 CAT 6 ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;16,00;15,00;43,20;0,00;283,20;0,00;0,00;0,00
Bekkiler;15.07.2022;BTM2022000000869;KABLO DIGITUS 500 METRE DK-1614 UTP KABLO 250 MHZ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;5,00;3750,00;3375,00;0,00;22125,00;0,00;0,00;0,00
Beksan;18.07.2022;BTM2022000000878;ADP DARK USB3.0;DONANIM G.;BTM TEKNOLOJİ ;1,00;254,24;45,76;0,00;300,00;0,00;0,00;0,00
Beksan;19.07.2022;YFR2022000001116;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;19.07.2022;YFR2022000001112;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Beksan;20.07.2022;YFR2022000001132;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,50;2000,00;1620,00;0,00;10620,00;0,00;0,00;0,00
Bekkiler;20.07.2022;YFR2022000001141;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,81;1750,00;885,15;0,00;5802,65;0,00;0,00;0,00
Beksan;28.07.2022;BTM2022000000924;RAM NB 8GB 1600MHZ CL11 DDR3 ;DONANIM G.;BTM TEKNOLOJİ ;2,00;670,00;241,20;0,00;1581,20;0,00;0,00;0,00
Beksan;28.07.2022;BTM2022000000924;RAM PC GOODRAM 8GB 1600MHZ CL11 DDR3;DONANIM G.;BTM TEKNOLOJİ ;2,00;665,00;239,40;0,00;1569,40;0,00;0,00;0,00
Beksan;28.07.2022;BTM2022000000924;"HDD SSD 240GB KIOXIA EXCERİA SATA3 2.5""";DONANIM G.;BTM TEKNOLOJİ ;1,00;592,71;106,69;0,00;699,40;0,00;0,00;0,00
Bekkiler;28.07.2022;AAA2022000000081;HP CE505X MUADİL TONER 6400 SAYFA   ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;232,73;83,78;0,00;549,24;0,00;0,00;0,00
Bekkiler;28.07.2022;AAA2022000000081;CANON 057H MUADİL TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;340,14;61,23;0,00;401,37;0,00;0,00;0,00
Bekkiler;31.07.2022;01S2022000618523;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;31.08.2022;01S2022000698200;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;30.09.2022;01S2022000772715;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;31.10.2022;01S2022000881301;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Bekkiler;30.11.2022;01S2022000969416;MPLSVPN HİZMETLERİ (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;241,85;134,36;1719,81;0,00;0,00;0,00
Beksan;31.07.2022;A162022002813265;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;245,12;44,12;24,51;313,75;0,00;0,00;0,00
Beksan;31.07.2022;A162022002786873;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;117,77;21,20;11,78;150,75;0,00;0,00;0,00
