Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Kur; Usd tutar ;Ücret
Bekkiler;01.07.2021;BTE2021000002401;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Beksan;06.07.2021;BTE2021000002494;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺484,71
Beksan;31.07.2021;A162021002150735;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺297,75
Beksan;31.07.2021;A162021001869764;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺134,75
Bekkiler;31.07.2021;YFR2021000001003; Netoloji BPM Enterprise Ana Paket;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺24.000,00
Bekkiler;31.07.2021;YFR2021000001003; Netoloji BPM Enterprise Mobile;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺12.000,00
Bekkiler;31.07.2021;YFR2021000001003; Netoloji BPM Enterprise +50 Kullanici;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺56.500,00
Bekkiler;31.07.2021;YFR2021000001003;KDV ( % 18 );EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺15.300,00
Bekkiler;31.07.2021;YFR2021000001003;İskonto;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;-₺7.500,00
Bekkiler;31.07.2021;A162021002152734;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺160,50
Bekkiler;31.07.2021;A162021001993667;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺152,00
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Temmuz 2021)(GSM:32% SA:15% SI:44% DO:9% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Temmuz 2021);SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Temmuz 2021)(GSM:51% SA:13% SI:29% TN:2% DO:5% );SABIT HAT;TURKNET;1,00;;;₺17,19
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Temmuz 2021)(GSM:46% SA:11% SI:41% DO:2% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Full 35 - Taahhütsüz - 2662465109 (Ağustos 2021);SABIT HAT;TURKNET;1,00;;;₺72,66
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Temmuz 2021)(GSM:27% SA:10% SI:56% TN:1% DO:5% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Temmuz 2021)(GSM:39% SA:11% SI:35% TN:4% DO:11% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Temmuz 2021)(GSM:35% SA:18% SI:38% TO:2% DO:7% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Temmuz 2021);SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Temmuz 2021);SABIT HAT;TURKNET;1,00;;;₺17,19
Bekkiler;31.07.2021;VH62021073101026;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Temmuz 2021)(GSM:34% SA:13% SI:46% DO:6% );SABIT HAT;TURKNET;1,00;;;₺28,05
Bekkiler;31.07.2021;VH62021073101026;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺58,96
Bekkiler;31.07.2021;VH62021073101026;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺32,72
Beksan;31.07.2021;C012021000032304;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺647,14
Beksan;02.08.2021;BTE2021000002727;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;02.08.2021;BTE2021000002736;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺531,00
Bekkiler;07.08.2021;BTE2021000002834;KUR FARKI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.407,96
Beksan;31.08.2021;BTE2021000003063;HP 250 G7 i5-1035G1 8G 256GB 15.6 DOS;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺4.705,62
Beksan;31.08.2021;BTE2021000003063;MICROSOFT OEM WIN10 PRO 64B TR DVD FQC-08977;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.092,38
Beksan;31.08.2021;BTE2021000003063;KDV(%18);DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.043,64
Beksan;31.08.2021;A162021002440480;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺297,75
Beksan;31.08.2021;A162021002229009;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺135,00
Bekkiler;31.08.2021;A162021002438343;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺160,25
Bekkiler;31.08.2021;A162021002249698;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺164,50
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662462751 (Ağustos 2(GSM:17% SA:29% SI:46% DO:9% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Ağustos 2021)(GSM:13% SA:23% SI:45% TN:2% TO:5% DO:11% );SABIT HAT;TURKNET;1,00;;;₺17,19
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662463513 (Ağustos 2(GSM:10% SA:25% SI:56% DO:9% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662465108 (Ağustos 2(GSM:17% SA:33% SI:38% TN:1% DO:12% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662462755 (Ağustos 2;SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662461426 (Ağustos 2;SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662462750 (Ağustos 2(GSM:24% SA:28% SI:40% TN:3% DO:5% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Ağustos 2021);SABIT HAT;TURKNET;1,00;;;₺17,19
Bekkiler;31.08.2021;VI62021083101356;İŞ FULL 100 - Taahhütsüz - 2662465109 (Eylül 2021);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662460518 (Ağustos 2(GSM:25% SA:18% SI:32% TN:3% DO:23% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;İş İletişim Sadece Telefon - Her Yöne 1000 Dakika - 39.90TL/Ay (Taahhütsüz)-2662462752 (Ağustos 2(GSM:18% SA:20% SI:40% TN:4% TO:1% DO:16% );SABIT HAT;TURKNET;1,00;;;₺31,17
Bekkiler;31.08.2021;VI62021083101356;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺64,43
Bekkiler;31.08.2021;VI62021083101356;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺35,80
Beksan;31.08.2021;C012021000046226;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺647,14
Beksan;01.09.2021;BTE2021000003106;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;01.09.2021;BTE2021000003115;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺531,00
Bekkiler;14.09.2021;VTN2021000286315;Crucial 240GB  SSD (Okuma 540MB / Yazma 500MB);DONANIM G.;VATAN BİLGİSAYAR;1,00;;;₺327,00
Bekkiler;15.09.2021;BTE2021000003324;ESET STANDART  21 KULLANICI 3 YIL YENİLEME (kur:8.45 --> 708$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺5.989,18
Bekkiler;16.09.2021;VTN2021000289297;"ASUS 23,6"" VG24VQ TUF GAMING 1Ms 144Hz  Monitör";DONANIM G.;VATAN BİLGİSAYAR;1,00;;;₺1.640,66
Bekkiler;20.09.2021;BTE2021000003366;"WD RED 3,5"" 4TB 64MB 5400RPM (kur:8.44 -->129.80$)";DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.095,82
Beksan;24.09.2021;BTE2021000003421;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺484,34
Beksan;24.09.2021;BTE2021000003422;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺484,34
Beksan;30.09.2021;01S2021000580787;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺166,37
Beksan;30.09.2021;A162021002701761;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺297,75
Beksan;30.09.2021;A162021002795594;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺134,75
Bekkiler;30.09.2021;01S2021000594433;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺314,00
Bekkiler;30.09.2021;A162021002795440;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺160,50
Bekkiler;30.09.2021;A162021002618750;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺172,50
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Eylül 2021)(GSM:26% SA:19% SI:39% TN:2% TO:2% DO:12% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Eylül 2021)(GSM:15% SA:20% SI:40% TN:3% TO:4% DO:19% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Eylül 2021)(SA:100% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Eylül 2021)(GSM:24% SA:14% SI:48% TO:1% DO:13% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Eylül 2021);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ FULL 100 - Taahhütsüz - 2662465109 (Ekim 2021);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Eylül 2021)(GSM:10% SA:26% SI:39% TN:2% TO:6% DO:17% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Eylül 2021)(GSM:11% SA:10% SI:62% TN:3% TO:6% DO:8% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Eylül 2021)(GSM:18% SA:15% SI:56% TN:2% TO:2% DO:8% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Eylül 2021)(GSM:25% SA:29% SI:27% TN:11% TO:1% DO:6% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Eylül 2021)(GSM:33% SA:26% SI:29% TN:7% DO:5% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.09.2021;VJ52021093001648;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺47,11
Bekkiler;30.09.2021;VJ52021093001648;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺26,17
Beksan;30.09.2021;C012021000060116;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺647,86
Beksan;01.10.2021;BTE2021000003550;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;01.10.2021;BTE2021000003558;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Beksan;05.10.2021;BTE2021000003629;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺495,19
Bekkiler;08.10.2021;YFR2021000001360; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;5,50;;;₺11.357,50
Bekkiler;11.10.2021;YFR2021000001467; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Beksan;22.10.2021;BTE2021000003846;MICROSOFT AZURE;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺519,44
Beksan;31.10.2021;01S2021000630281;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.710,27
Beksan;31.10.2021;A162021002975525;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺297,75
Beksan;31.10.2021;A162021003243496;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺134,75
Bekkiler;31.10.2021;01S2021000616335;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.710,27
Bekkiler;31.10.2021;A162021002990176;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺172,25
Bekkiler;31.10.2021;A162021002965832;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺160,25
Bekkiler;31.10.2021;VK62021103101878;İŞ FULL 100 - Taahhütsüz - 2662465109 (Kasım 2021);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Ekim 2021)(GSM:22% SA:16% SI:41% TN:6% TO:11% DO:4% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Ekim 2021)(GSM:15% SA:27% SI:41% TN:9% TO:1% DO:7% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Ekim 2021);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Ekim 2021)(GSM:26% SA:19% SI:48% TN:5% DO:1% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Ekim 2021)(GSM:8% SA:19% SI:56% TN:6% TO:5% DO:6% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Ekim 2021)(GSM:7% SA:30% SI:55% TO:2% DO:6% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Ekim 2021)(GSM:18% SA:13% SI:50% TN:5% TO:3% DO:11% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Ekim 2021)(GSM:19% SA:10% SI:52% TN:2% TO:12% DO:5% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Ekim 2021);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Ekim 2021)(GSM:27% SA:20% SI:41% TN:6% TO:2% DO:4% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.10.2021;VK62021103101878;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺47,11
Bekkiler;31.10.2021;VK62021103101878;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺26,17
Beksan;31.10.2021;C012021000167396;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺650,73
Beksan;01.11.2021;BTE2021000003965;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;01.11.2021;BTE2021000003973;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;10.11.2021;BTE2021000004098;KUR FARKI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.028,92
Beksan;11.11.2021;VTN2021000364390; INCA HDMI TO HDMI KABLO 2M;DONANIM G.;VATAN BİLGİSAYAR;1,00;;;₺57,00
Beksan;12.11.2021;VTN2021000365831; S-LİNK-ETHERNET 1 GİGABİT ÇEVİRİCİ ADAPTÖR;DONANIM G.;VATAN BİLGİSAYAR;2,00;;;₺474,01
Bekkiler;12.11.2021;YFR2021000001626; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Beksan;22.11.2021;BTE2021000004231;MICROSOFT AZURE(kur:11,06 --> 55,76$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺616,88
Bekkiler;25.11.2021;BTE2021000004265;MICROSOFT 365 BUSINESS STANDARD (BUSINESS PREMIUM) (kur:12.64 -->2.794$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;22,00;;;₺35.343,54
Bekkiler;25.11.2021;BTE2021000004265;EXCHANGE ONLİNE (PLAN 1) (kur:12.64 -->174.64$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;4,00;;;₺2.209,16
Bekkiler;25.11.2021;BTE2021000004265;KURULUŞ BEDELİ (kur:12.64 -->500$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺6.324,90
Bekkiler;25.11.2021;BTE2021000004265;KDV ( % 18 ) (kur:12.64 --> 624.36$);YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺7.897,97
Bekkiler;26.11.2021;YFR2021000001627; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;3,80;;;₺7.847,00
Beksan;27.11.2021;VTN2021000385737; Kioxia 480GB SSD;DONANIM G.;VATAN BİLGİSAYAR;1,00;;;₺567,00
Beksan;29.11.2021;VTN2021000388177; Kioxia 480GB SSD;DONANIM G.;VATAN BİLGİSAYAR;1,00;;;₺572,01
Beksan;30.11.2021;YFR2021000001672; Netoloji BPM Enterprise Ana Paket;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺24.000,00
Beksan;30.11.2021;YFR2021000001672; Netoloji BPM Enterprise Mobile;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺12.000,00
Beksan;30.11.2021;YFR2021000001672; Netoloji BPM Enterprise +200 Kullanici;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺166.500,00
Beksan;30.11.2021;YFR2021000001672;KDV(%18);EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺31.050,00
Beksan;30.11.2021;YFR2021000001672;İSKONTO;EFLOW YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;-₺30.000,00
Beksan;30.11.2021;01S2021000690322;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺131,04
Beksan;30.11.2021;01S2021000690322;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺150,00
Beksan;30.11.2021;01S2021000690322;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺45,00
Beksan;30.11.2021;01S2021000690322;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺160,00
Beksan;30.11.2021;01S2021000690322;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺3.991,75
Beksan;30.11.2021;01S2021000690322;Gecikme Faizi;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺24,49
Beksan;30.11.2021;01S2021000690322;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺810,41
Beksan;30.11.2021;01S2021000690322;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺28,10
Beksan;30.11.2021;A162021003346007;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺297,75
Beksan;30.11.2021;A162021003334593;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺134,75
Bekkiler;30.11.2021;01S2021000730306;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺3.991,75
Bekkiler;30.11.2021;01S2021000730306;Gecikme Faizi ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺24,49
Bekkiler;30.11.2021;01S2021000730306;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺722,92
Bekkiler;30.11.2021;A162021003550641;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺172,50
Bekkiler;30.11.2021;A162021003446244;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺179,50
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Kasım 2021);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Kasım 2021)(GSM:16% SA:27% SI:40% TN:3% DO:14% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Kasım 2021)(GSM:22% SA:37% SI:34% DO:7% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Kasım 2021)(GSM:16% SA:16% SI:44% TO:11% DO:13% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Kasım 2021)(GSM:15% SA:25% SI:45% DO:15% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Kasım 2021)(GSM:14% SA:23% SI:36% DO:27% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Kasım 2021);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Kasım 2021)(GSM:19% SA:20% SI:51% DO:10% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Kasım 2021)(GSM:16% SA:40% SI:26% DO:18% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;İŞ FULL 100 - Taahhütsüz - 2662465109 (Aralık 2021);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;30.11.2021;VL52021113001813;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Kasım 2021)(GSM:33% SA:21% SI:28% TN:4% DO:15% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;30.11.2021;VL52021113001813;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺47,11
Bekkiler;30.11.2021;VL52021113001813;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺26,17
Beksan;30.11.2021;C012021000283014;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺649,27
Beksan;01.12.2021;BTE2021000004363;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
